#,description
RFQJW024NS26,"SUPPLY, DELIVERY AND CALIBRATION OF THE LABORATORY ANALYSIS ELECTROMAGNETIC VIBRATING SIEVE SHAKER"
E2140GXMPKUSR - Publication of bidders names,COPPER-EARTHING CABLES REPLACEMENT WITH  ALTERNATIVE CABLES AT KUSILE POWER STATION FOR A PERIOD OF 4 MONTHS
RFQJW025NS26,"SUPPLY, DELIVERY OF WEED KILLER BACK PACK"
BS/2026/RFB545,APPOINTMENT OF THE SERVICE PROVIDER TO PROVIDE BANKING SERVICES
VDM/CORP/04/12/2024/01.,"MAINTANANCE, SUPPLY AND INSTALLATION OF IT EQUIPMENT AND SERVICRS FOR THE PERIOD OF 36 MONTHS (RE-ADVERT)"
ARMD/2025/19,"Waste sorting, collection, transportation, safe disposal and recycling of industrial waste from the Armscor Dockyard in Simonstown for a period of 36 months"
34281-1M,"Enquiry for the removal and 
replacement of damaged signs, supply 
and installation of new road signs and 
retro-reflective road markings and 
thermoplastic spray road marking as 
and when required within the West 
Central Region of eThekwini 
Municipality for a period of 36 months"
E2169GXMPKUS - Publication of Names of Bidders,SUPPLY AND DELIVERY OF BOILER TUBES ON “AN AS AND WHEN REQUIRED” BASIS AT KUSILE POWER STATION FOR THE PERIOD OF EIGHTEEN (18) MONTHS
34282-1M,"Enquiry for the removal and 
replacement of damaged signs, supply 
and installation of new road signs and 
retro-reflective road markings and 
thermoplastic spray road marking as 
and when required within the West 
Region of eThekwini Municipality for a 
period of 36 months"
32065-1H,"Provision of engineering services and 
127 top structures with VIPs for Low 
Coast Housing Project in eTafuleni 
Phase 3 – Ward 3"
BS03/02/2026,"APPOINTMENT OF A MAXIMUM OF SIX (6) SERVICE PROVIDERS FOR REPAIRS, ALTERATIONS, ADDITIONS AND MAINTENENCE ON ALL MUNICIPAL BUILDINGS AND FACILITIES (MP 313) AS AND WHEN REQUIRED FOR A PERIOD OF 36 MONTHS"
33458-1N,Glebelands development facilitation
TEC02/2026,Construction of Nkwazini Creche  in ward 03
ZNQ 124/25-26..,APPOINTMENT OF A SUITABLE SERVICE PROVIDER FOR THE PROCUREMENT OF FOUR (4) AUDIO-VISUAL INTERACTIVE DISPLAY PANELS FOR THE KZN DEPARTMENT OF PUBLIC WORKS AND INFRASTRUCTURE.
RFQ NUMBER: KZN/PRASA/2026/02/14/Q,APPOINTMENT OF A SERVICE PROVIDER FOR SUPPLY AND DELIVERY OF OFFICE FURNITURE AS AND WHEN REQUIRED CONTRACT FOR 12 MONTHS FOR PRASA KZN REGION.
RFQ 04-01-2026,STATISTICAL PACKAGE FOR SOCIAL SCIENCES (SPSS)
BS02/02/2026,APPOINTMENT OF A PANEL OF SERVICE PROVIDERS FOR PROVISION OF TRAVEL AND ACCOMODATION AS AND  WHEN REQUIRED FOR THE PERIOD OF 36 MONTHS
FQ 68/2025,"REQUEST FOR QUOTATION FOR CLOTHING AND TEXTILE TRAINING OF FIFTY (50) CWP PARTICIPANTS FOR A PERIOD OF ONE (01) MONTH IN FREE STATE, KWA
ZULU NATAL AND EASTERN CAPE"
RFQ Sol,REQUEST FOR QUOTE FOR SOLAR CONVERSION AT OLIEWENHUIS AND FLORISBAD
BID: 01/02/26,THE APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE SOCIAL FACILITATION SUPPORT IN THE DEVELOPMENT OF THE CITY OF TSHWANE'S WATER SECURITY VISION 2050 & STRATEGY
BS01/02/2026,RE-ADVERT: SALE OF ERVEN 1 - 9 ROCKDALE NORTH FOR LIGHT INDUSTRAIL PURPOSE
NLM-QUO-26/032,RFQ to supply system actuated valves for PTFE Filter Destruction Project
RFQJW020NS26,Refurbishment of Ablution facilities at Northern Works Unit 3 & Head of works
Lim473/Glen Cowie-Thoto/25/26/024,Construction of access road from Glen Cowie to Thoto Phase 1.
FIC/RFB/DIGITAL MEDIA BUYING SERVICES/15/2025/26,THE PROVISION OF DIGITAL MEDIA BUYING AND ADVERTISING SERVICES TO THE FINANCIAL INTELLIGENCE CENTRE FOR A PERIOD OF THREE YEARS.
10366911/A,REQUEST FOR QUOTATION (RFQ) FOR OVERHEAD CRANE TRAINING FOR GAUTENG PROVINCE
E2476GXMPMAJ,Fitment and Annual Monitoring/Service of Customized Hearing Protective Devices at Majuba Power Station for 60 months
Lim473/Phaahla-Masehlaneng/25/26/025,Construction of access road from  Phaahla to Masehlaneng Phase 1.
E1315GXMPKUS regret letter,Provision of Configuration Management Services at Kusile Power Station for a period of Five (5) years
10366912/A,REQUEST FOR QUOTATION (RFQ) FOR TRUCK MOUNT CRANE TRAINING FOR GAUTENG PROVINCE
RFQ096/02/25-26,APPOINTMENT OF A PROFESSIONAL SERVICE PROVIDER TO CONDUCT INDEPENDENT 360 DEGREES FEEDBACK FOR THE EMPLOYEES OFF THE WATER RESEARCH COMMISSION (WRC) FOR A PERIOD OF THREE (03 )YEARS
SASSA:08-25-CS-NC,"Appointment of service provider to supply ,delivery and installation of eighteen (18) prefabricated guardhouse for eighteen (18) offices in the Northern Cape."
iLABS/RFQ 2025/26:227,"Sourcing of an approved service provider for the removal and disposal of hazardous biological, laboratory and other biological waste for proper disposal / incineration in terms of prescribed legislation for a period of five (5) years at iThemba LABS Cape Town."
BPM18/25/26,"PANEL OF ENGINEERING CONSULTANTS FOR ELECTRICAL CONSTRUCTION, REPAIRS AND NEW INSTALLATIONS IN BA-PHALABORWA MUNICIPALITY FOR A PERIOD OF 36 MONTHS"
WMM-LM 05/02/26/01 MWC,Maintenance of Ward 18 Community Hall
E1288GXMPKUS regret,Supply and delivery of C and I spares
WMM-LM 05/02/26/02 MWC,Maintenance of Ward 9 Community Hall
RFQ AB 08/2026,APPOINTMENT OF A SERVICE PROVIDER FOR HOSTEL MAINTENANCE WORK AT OUDTSHOORN CAMPUS SOUTH CAPE TVET COLLEGE.
SAQA RFQ 77 - 2026,"Provisioning of Maintenance and Development of the Searchable Databases, VeriSearch, and the XML URL builder for SAQA National Learners Record Database."
TEC 03/2026,CONSTRUCTION OF NDUNWANA GRAVEL ROAD AND CRECHE IN WARD 3
TEC 01/2026,CONSTRUCTION OF NOMPINDELA GRAVEL ACCESS ROAD
ULM - PNLG 005/25,SUPPLY AND DELIVERY OF NEW SHIPPING CONTAINER AND EQUIPMENT AT WARD 14 re-advert
ULM - PNLG 008/25,SUPPLY AND DELIVERY OF BARBERSHOPS EQUIPMENT  AT WARD 16 & 20 re-advert
ECR/RAIL/F/02/2026,APPOINTMENT OF ONE (01) SERVICE PROVIDER FOR PROVISION OF SUPPLY AND DELIVERY OF ELECTRICAL MATERIAL ON AS AND WHEN BASIS FOR A PERIOD OF THIRTY-SIX (36) MONTHS IN THE EASTERN CAPE REGION (ECR)
RFQ 201907,"APPOINTMENT OF A SERVICE PROVIDER TO ASSESS, REPAIR, FACILITATE MUNICIPAL REGISTRATION OF GAS LINE INSTALLATION AND ISSUE CERTIFICATE OF COMPLIANCE (COC) AT SABS SECUNDA"
8/2/2/460. (2025-2028).,"8/2/2/460 (2025-2028) BID FOR DESIGN, FABRICATE, INSTALLATION AND MAINTENANCE OF PML LADDERS AND BINS ON AN AS AND WHEN REQUIRED
BASIS FOR MIDVAAL LOCAL MUNICIPALITY FROM DATE OF AWARD TO 30 JUNE 2028"
BPM17/25/26,"PANEL OF CONTRACTORS FOR CONSTRUCTION, REPAIRS AND MAINTENANCE OF ELECTRICAL INFRSTRUCTURE AND NEW INSTALLATIONS IN BA-PHALABORWA MUNICIPALITY FOR A PERIOD OF 36 MONTHS. GRADE 7-9 EP"
SLM/SCM/50/2025/2026,"SUPPLY AND DELIVERY OF PAVING BRICKS,CEMENT AND PPE FOR QOKOLO TO KOPPITJIE ACCESS ROAD -PHASE 3"
ULM-INFR 005/26,CONSTRUCTION OF JAMES GRAVEL ACCESS ROAD IN WARD 11
ULM-INFR 006/26,CONSTRUCTION OF KOKSHILL/MACUMENI GRAVEL ACCESS ROAD -WARD 13
Stats SA 002/25,"APPOINTMENT OF A PANEL OF FIVE (5) FLEET SERVICE PROVIDERS FOR THE PROVISION OF HIRED VEHICLES FOR SHORT TERM, MEDIUM TERM AND LONG-TERM RENTAL FOR A PERIOD OF 36 MONTHS."
BID: 15/02/26,"CANCELLATION OF BID 10/08/25 AND RE-ADVERTISEMENT OF BID 15/02/26 FOR THE APPOINTMENT OF A TRAVEL MANAGEMENT COMPANY/AGENT TO RENDER TRAVEL, ACCOMMODATION, VENUE, FACILITATION, EVENT MANAGEMENT AND CONFERENCE SERVICES FOR THE TSHWANE ECONOMIC DEVELOPMENT AGENCY (TEDA) FOR A PERIOD OF THREE (3) YEARS"
ECR/RAIL/F/01/2026,"APPOINTMENT OF SERVICE PROVIDER FOR PROVISION OF TWO (02) GENERAL ELECTRICAL & REFRIGERATION CONTRACTORS ON AS AND WHEN BASIS FOR A PERIOD OF THIRTY-SIX (36) MONTHS FOR EAST LONDON CORRIDOR, GQEBERHA CORRIDOR AND MLPS CORRIDOR IN THE EASTERN CAPE REGION (ECR)"
RFQ 150/02/2026,APPOINTMENT OF SERVICE PROVIDER FOR THE PROVISION OF TREE CLIMBING SERVICES
Storage Boxes - 2026/02/001,REQUEST FOR QUOTATION INVITATION: SUPPLY AND DELIVERY OF STORAGE BOXES
Stats SA 003/25,APPOINTMENT OF VMWare vSphere ESXi SOFTWARE AND OPERATING VMware PER CORE LICENSES FOR A PERIOD OF THIRTY-SIX (36) MONTHS.
Re-Advert RFP08/2025,"CENTLEC (SOC) Ltd a Municipal Entity distributing electricity in Mangaung, and other Municipalities request for proposal to appoint a suitably qualified bidder for the provision of Human Resource payroll enterprise services and payroll solution implementation for the period of sixty (60) months"
ECR/RAIL/F/03/2026,APPOINTMENT OF SERVICE PROVIDER FOR PROVISION OF ONE (01) WASTE REMOVAL CONTRACTOR ON AS AND WHEN BASIS FOR A PERIOD OF THIRTY-SIX (36) MONTHS IN GQEBERHA IN THE EASTERN CAPE REGION (ECR)
13/FY/26,COMPLETION OF REFURBISHMENT AND UPGRADE OF MNGAZANA HIKER’S HUTS AND SUPPORTING INFRASTRUCTURE
E2507GXMPTUT,Supply and Delivery of Various Boiler Tubes on an “as and when required basis” for a period of 5 years at Tutuka Power Station – Main Stores
DBN 252/2025,SUPLY AND DELIVERY OF FLOOR POLISH TO DURBAN SUPPLY CHAIN
REQ0005949,Managed print services for a period of 36 months
SC01REQ002526,Tillage Services at Pomeroy
RFQ 190/03/2026 (Re-Advert),MANUAL PREPARATION OF THINNINGS
MISA/RFQ/1123/2025/26,THE APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE GETTING ACQUAINTED WITH ROAD CONSTRUCTION AND MAINTENANCE ONLINE COURSE FOR A PERIOD OF 2 DAYS
MISA/RFQ/GP/1088/2025/26,"THE APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE TRAINING TOWARDS ASSESSOR, FACILITATION, SKILLS DEVELOPMENT AND MODERATOR TRAINING FOR A PERIOD OF 12 DAYS"
RFQ 4220/25,"Supply, installation and commissioning of diesel backup power generators at the Mthatha, Bethlehem and
Bloemfontein radar sites."
EDET 382/2025,REPAIRS OF FIREARMS
Lim473/ Diphagane-Maololo Thoto/25/26/026,Design for Construction of Diphagane to Maololo access road .
SK8/3/1-26/2025/2026,Appointment of a Service Provider for Self-Contained Breathing Apparatus (SCBA) Face Masks for Fire fighters Personnel (Once-Off).
ZNT 18 EDTEA 25/26,"APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE CLEANING SERVICES AT UTHUKELA DISTRICT OFFICE FOR THE DEPARTMENT OF ECONOMIC DEVELOPMENT, TOURISM AND ENVIRONMENTAL AFFAIRS FOR A PERIOD OF 36 MONTHS"
NKA/TEC18/25/26,SUPPLY AND DELIVERY OF 4 SKIPPER BINS
NKA/COM001/25/26,PROVISION OF PAUPER BURIAL
RF/RIISA RFQ 92/2025-26B,APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE DIPLOMATIC PROTOCOL TRAINING COURSE FOR TWENTY-ONE (21) NRF EXECUTIVES AND SENIOR MANAGERS.
RFQ/2026-002-011,"SUPPLY, DELIVERY AND TRAINING OF AIR QUALITY TESTING METERS FOR THE NLC WESTERN CAPE PROVINCIAL OFFICE ONCE-OFF"
E2536NTCSAMWP,THE PROVISION OF DOMESTIC COURIER SERVICES FOR NTCSA ON AN 'AS AND WHEN REQUIRED' BASIS FOR A PERIOD OF THREE (3) YEARS.
KSIA7916/2025/RFP,"Request for Bids for the supply, delivery, offloading commissioning and/or installation of Photometric test equipment replacement at King Shaka International for a Period not exceeding 24 Months at Airports Company South Africa"
ISC01REQ003051,"Catering Service for Farmers Workshop, QwaQwa, FS, 24 February 2026"
NCR1000.02.26,NCR1000.02.26 THE APPOINTMENT OF A QUALIFIED SERVICE PROVIDER TO CONDUCT A DANGER ALLOWANCE ELIGIBILITY RISK ASSESSMENT
E2561GXGPLET,"Supply, Delivery and Installation of boardroom Wireless audio System Including Microphones for Lethabo Power Station - Once off purchases."
ISC01REQ003034,Catering for The Eastern Cape Agroecology Farmers & Exhibition Day – 26 February 2026
NKO 03/2026,"INVITATION TO SUITABLE QUALIFIED AND ACREDITED SERVICE PROVIDERS TO BID FOR A PROVISION OF SUPPLYING, INSTALLATION, CONFIGURATION, COMMISSIONING AND MAINTENANCE OF ALARM MONITORING SYSTEMS AND ARMED RESPONSE SERVICES AT ZONE 3 FACILITIES FOR NKOMAZI LOCAL MUNICIPALITY FOR A PERIOD OF THIRTY-SIX (36) MONTHS"
NKO:33/2025,RE-ADVERT FOR RENDERING OF LABORATORY SERVICES AND UPLOADING FOR THE ANALYSIS OF WATER AND WASTEWATER SAMPLES FOR NKOMAZI LOCAL MUNICIPALITY FOR A PERIOD OF THIRTY-SIX (36) MONTHS.
LDPWRI-B/20600 ERRATUM,The Provision Professional Services as an Infrastructure Technical Resource unit for the Infrastructure Management for a period of 36 months
E2554NTCSAGP,"PUBLIC ADDRESS SYSTEM PHASE 2 INSTALLATION AT SIMMERPAN, GERMISTON."
14/FY/26,COMPLETION OF REFURBISHMENT AND UPGRADE OF MPANDE HIKER’S HUTS AND SUPPORTING INFRASTRUCTURE
E2532GXMPKRI,The Maintenance & Servicing of the electronics notice board for 36 Months
RFQ 35/2025,Provision of Audiovisual & Multimedia Production Services.
RFQ 36/2025,Provision of Branded Promotional Material
E1230NTCSAKZNR,"PROVISION OF HEATING, VENTILATION AND AIR CONDITIONING (HVAC) MAINTENANCE SERVICES FOR TRANSMISSION REAL ESTATE, EAST GRID (KWAZULU NATAL)."
T17-02-26,APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE LAND BANK WITH INVESTMENT ADVISORY SERVICES FOR A PERIOD OF 5 YEARS
RFQJW030TN26,RFQJW030TN26 - Sample Bottle Carriers for Field Water Sampling
E2095GXMPKEN,PROVISION OF DUST HANDLING PLANT (DHP) MAINTENANCE FOR KENDAL POWER STATION
RFB091/25/26,"PLACEMENT OF SEMI-AUTOMATIC MICROTOMES X10 INCLUDING 60 MONTHS
COMPREHENSIVE SERVICE, MAINTENANCE AND REPAIR FOR A PERIOD OF FIVE (5) YEARS
AT IALCH."
MKRIQ103/2025/26,APPOINTMENT OF A SERVICE PROVIDER THAT WILL PROVIDE WHEELCHAIR-ACCESSIBLE ENTRANCE AT MPOFANA DIGITAL CENTRE
RFQJW029TN26,RFQJW029TN26 - MANIFOLDS
INF012602RFQ38,Supply and delivery of Alternative for wines
BID/17/2025-26,PANEL OF CONTRACTORS FOR THE MAINTENANCE OF SEWER MANHOLES AND SEWER PUMPSTATIONS SUMP AND ASSOCIATED INFRASTRUCTURE AS AND WHEN REQUIRED BASIS
33478-5E,"Provision of proactive monitoring and 
prevention of theft/damage to 
eThekwini Electricity’s electrical 
networks during a 24-month period"
34027-5E,"Manufacture, supply, delivery and offloading of decorative Christmas 
material during 36-month period"
34424-6W,"Provision of waste disposal services in 
the eThekwini Municipality"
33292-5W,"The Upgrade to Bulk, Domestic, 
Industrial and Commercial Water 
Meters in the Northern Regions."
31577-5W,"Professional Services Contract for the 
Implementation of Water Conservation 
and Water Demand Management 
Strategies within the Northern 
Operational Area of the eThekwini 
Municipality"
31576-5W,"Professional Services Contract for the 
Implementation of Water Conservation 
and Water Demand Management 
Strategies within the Central and 
Southern Operational Areas of the 
eThekwini Municipality"
31575-5W,"Professional services contract for the 
implementation of water conservation 
and water demand management 
strategies within the Western 
Operational Areas of the eThekwini 
Municipality"
31503-3V,"The provision of incremental services 
to informal settlements within the 
Southern Region: Roads, footpaths and 
associated stormwater control in 
Wards 77 settlement Welbedatch East"
33786-1T,"Traffic Safety Improvement: Road 
intersections and pedestrian crossings 
upgrade to Monty Naicker Road and Dr 
AB Xuma Street (Ward 28)"
34274-1T,"Traffic and Safety Improvement: 
Intersection: Griffiths Mxenge Highway 
upgrade (Ward 82)"
31614-1R,"The widening of Citrus Lane in Durban 
North – Ward 36"
33143-1R,"Magabheni Gravel Roads upgrade: 
Nyonikayiphumuli and Lunguza Roads -
Ward 99"
33172-1R,"Fannin Road: WP 2 - Bridges and 
roadworks Molweni, Ward 9"
RFQJW028TN26,RFQJW028TN26 - WATER BATH
RFP/04/2025-26,APPOINTMENT OF PROFESSIONAL CONSULTANTS FOR A MUNICIPAL ELECTRICITY COST OF SUPPLY STUDY TARIFF APPLICATION ANALYSES AS PER THE NERSA FRAMEWORK
FSPT003/2025/26,"APPOINTMENT OF A PANEL OF SERVICE PROVIDERS TO CONDUCT VARIOUS ACTIVITIES RELATED TO UNAUTHORISED, IRREGULAR, FRUITLESS & WASTEFUL EXPENDITURE TO IDENTIFIED FREE STATE MUNICIPALITIES ON BEHALF OF FREE STATE PROVINCIAL TREASURY FOR THE PERIOD OF 3 YEARS."
RFQJW0013SM2026,Supply and deliver Sealing Pliers
IHLM/84/2025-26/COMM__,TREE FELLING SERVICES
TENDER 60_2025,"SUPPLY AND DELIVERY OF MATERIAL FOR THE MAINTENANCE OF ROADS AND STORMWATER RELATED INFRASTRUCTURE, FOR A PERIOD OF THREE (3) YEARS"
154S/2025/26,PROVISION OF CRICKET PITCH MAINTENANCE AT VARIOUS SPORTS FACILITIES FOR THE CITY OF CAPE TOWN
PR10023835,"Supply, Delivery and Installation of CCTV Solutions to State Security Agency"
ATNS/FAOR/RFQ23/2025/26_ROOFING,ATNS/FAOR/RFQ23/2025/26_ROOFING
DRT 03/01/2026,"DRT03/01/2026: Establishment of a panel of service providers for cutting of grass, tree felling and litter picking within the road reserves for all five (5) regions in Gauteng Province for a period of thirty-six (36) months, as and when required."
BSM 66/26,FINANCING BY MEANS OF AN EXTERNAL LOAN
CDC/69/26,CONSTRUCTION OF BULK WATER SERVICES TO THE COEGA SEZ – PHASE 1
BSM 62/26,"MAINTENANCE AND OPERATION OF PUBLIC ABLUTION FACILITIES AT FRANSCHHOEK AND KLAPMUTS INFORMAL SETTLEMENTS, FOR A CONTRACT PERIOD 1 JULY 2026 ENDING 30 JUNE 2028"
BSM 63/26,INSURANCE BROKER TO UNDERWRITE AND MANAGE THE SHORT-TERM INSURANCE PORTFOLIO OF THE STELLENBOSCH MUNICIPALITY FOR A PERIOD OF THREE YEARS FROM 1 JULY 2026 TO 30 JUNE 2029.
BSM 50/26,"APPOINTMENT OF A CONTRACTOR FOR THE DEMOLITION OF AN EXISTING ECD FACILITY & THE INSTALLATION OF AN ABT STRUCTURE AT KARLIN EN KANDAS IN DIE BOORD, STELLENBOSCH"
RFQ NO: 56 - 2025/26,TERMS OF REFERENCE FOR THE APPOINTMENT OF AN ACCOUNITNG FIRM TO RENDER ACCOUNTING SERVICES TO ETDP SETA
BSM 49/26,"STELLENBOSCH MUNICIPALITY HEREBY INVITES YOU TO TENDER FOR: B/SM 49/26 MONITORING, PREVENTION AND DEMOLITION OF STRUCTURES RELATED TO ILLEGAL OCCUPATION/INVASION OF MUNICIPAL OWNED LAND, PROPERTY AND BUILDINGS FOR THE PERIOD ENDING 30 JUNE 2029"
BSM 55/26,"TENDER: FOR B/SM 55/26 DESIGN, MANUFACTURE, SUPPLY, DELIVERY, OFFLOADING, INSTALLATION AND COMMISSIONING OF MEDIUM VOLTAGE METAL ENCLOSED SWITCHGEAR AND RING MAIN UNITS FOR THE PERIOD ENDING JUNE 2029"
DOH(FS)10/2025/2026,SUPPLY AND DELIVERY OF ROLLER IRONER ACCESSORIES FOR FACILITIES WITHIN THE FREE STATE DEPARTMENT OF HEALTH
BSM 56/216,SUPPLY DELIVERY AND OFFLOADING OF TYPE B MINIATURE SUBSTATIONS AND DISTRIBUTION TRANSFORMERS WITH RATING UP TO A 1000kVA FOR A PERIOD ENDING 30 JUNE 2029
FDC BID NO.001/2026,Appointment of a Panel of Duly Competent Service Providers to Perform Sourcing of Skills and Enterprise Development Funding and Project Management on a Risk Basis for a Period of 36 Months.
FDC BID NO.002/2026,Appointment of a Panel of Duly Competent Training Services Providers to Implement and Train Beneficiaries on Digital Transformation Skills Development Programme (Outsystem)
USAASA/ERP/06/2025/26,Appointment of a Service provider to implement a cloud-based ERP solutions for a period of two (2) years
USAASA/INT/07/2025/26,"Appointment of a service provider to implement and host SD-WAN, internet service, domain hosting, security and email archiving for a period thirty-six (36) months."
MT10/25,WESTERN CAPE MOBILITY DEPARTMENT(WCMD):ALL REGIONS:PROVISIONING OF SECURITY SERVICES:3 YEAR FRAMEWORK CONTRACT.
QCTO RFQ 42/2025,"Appointment of a Suitable Professional Electrical Engineer for the Electrical Assessment of Two Buildings and the Development of a Solar Requirements Technical Report, Bill of Quantities, and Terms of Reference of Work."
152G/2025/26,"SUPPLY, DELIVERY, INSTALLATION AND REPAIRS OF WOODEN, POLYWOOD AND CONCRETE FURNITURE FOR THE CITY OF CAPE TOWN."
155S/2025/26,"PROVISION OF WET REFUSE COLLECTION SERVICE AT VARIOUS SUBURBS OF AREA NORTH COLLECTIONS AND SURROUNDING AREAS:
NORTH 1: CAMPS BAY, BANTRY BAY, CLIFTON, BAKOVEN, HOUT BAY AND LLANDUDNO
NORTH 2: PARKLANDS NORTH, BLOUBERG, SUNNINGDALE, DUYNEFONTEIN AND MELKBOSSTRAND"
160S/2025/26,"MAINTENANCE, TESTING, INVESTIGATIONS AND REPAIRS OF HIGH VOLTAGE CABLE INSTALLATIONS"
EOI 03 - 2025 2026,ESTABLISHMENT OF A PANEL OF PROFESSIONAL SERVICE PROVIDERS TO SUPPORT THE ECRDA PROJECT PACKAGING AND INVESTMENT MOBILISATION
FSDSD RFQ 376/2025,APPOINTMENT OF A SUITABLE ACCREDITED SERVICE PROVIDER TO PROVIDE TRAINING AND RELATED SERVICES FOR COMMUNITY NUTRITIONAL DEVELOPMENT CENTRES (CDNC) CHANGE AGENTS IN ALL FIVE DISTRICTS IN FREE STATE ON BEHALF OF DEPARTMENT OF SOCIAL DEVELOPMENT
RFQ 011/2026,Appointment of a Service Provider to Provide Consultancy Services for the Implementation of a Ticket less Parking System Solution
RFP 36 - 2025 2026,APPOINTMENT OF A SERVICE PROVIDER TO DEVELOP BANKABLE BUSINESS CASES FOR THE REVITALISATION OF IRRIGATION SCHEMES
157G/2025/26,"SUPPLY, CALIBRATE AND PROVIDE END USER TRAINING OF MULTIGAS DETECTORS IN THE CITY OF CAPE TOWN"
153Q/2025/26,TERM TENDER FOR REPAIRS AND MAINTENANCE OF THE FIRE SPRINKLER SYSTEMS AT VARIOUS BUILDINGS WITHIN THE CITY OF CAPE TOWN
158P/2025/26,"TENDER FOR THE SALE AND DEVELOPMENT OF VARIOUS ERVEN (UNREGISTERED PORTIONS OF REMAINDER ERF 41962), BLUE DOWNS, FAIRDALE, CAPE TOWN"
159P/2025/26,"TENDER FOR THE SALE AND DEVELOPMENT OF VARIOUS ERVEN (UNREGISTERED PORTIONS OF REMAINDER ERF 6296 AND UNREGISTERED PORTIONS OF REMAINDER ERF 4302) ROBINVALE, WESFLEUR, CAPE TOWN"
8/2/RNM0616,Sealing of roads within Ray Nkonyeni Municipality for Three (03) years.
TK74/2025,TRAINING OF SANPARKS EMPLOYEES FOR FLEET MANAGEMENT IN GARDEN ROUTE NATIONAL PARK
IZIKO-CSM-PLUMBING-02/2026,Request for Quotation (RFQ): Plumbing maintenance repairs at Iziko South Africa Museums
E2544GXMPHEN,Repairs of 6.6kV MV Switchgear Circuit Breakers and Contactors for a duration of 5 years
NHFC009944,REQUEST FOR QUOTATION FOR THE REVIEW OF HUMAN CAPITAL POLICIES
BID dtic 09/25-26,"APPOINTMENT OF A SERVICE PROVIDER TO DELIVER SPECIAL AUDIT SERVICES TO THE DEPARTMENT OF TRADE, INDUSTRY AND COMPETITION (the dtic) FOR A PERIOD OF 3-YEARS."
RFQ/OBP377/2025/26,Preventative and Ad-Hoc Maintenance of Aluminium Doors
SLM RFQ 09/2026,SUPPLY AND DELIVERY OF INVENTORY
SLM RFQ 10/2026,SUPPLY AND DELIVERY OF ELECTRICAL EQUIPMENT
COM16/2026,APPOINTMENT OF A CONTRACTOR FOR CONSTRUCTION OF NEW CAR WASH STRUCTURES WITHIN FOR CITY OF MBOMBELA
SASSA: 07-25-FM-EC,Invitation of prospective bidders to supply and letting South African Social Security Agency office accommodation to Ibhayi Local Office including parking over a period of sixty (60) months.
BS/2026/RFB554,THE APPOINTMENT OF THE SERVICE PROVIDER FOR A LEASE OF AN OFFICE BUILDING IN KWAZULU-NATAL PROVINCE (KZN) FOR A PERIOD OF FIVE (5) YEARS
BS/2026/RFB553,APPOINTMENT OF THE FINANCIAL ADVISOR/BROKER FOR PENSION FUND AND GROUP RISK LIFE
27-2025/2026,"APPOINTMENT OF A PANEL OF FOUR (04) SERVICE PROVIDERS FOR SUPPLY, DELIVERY & OFF-LOADING OF TRANSFORMERS, CABLES, MINISUBS, RMUs AND ACCESSORIES FOR STORES FOR A PERIOD OF 3 YEARS"
GT/GPT/008/2026,"TERMS OF REFERENCE FOR PROVISION OF A DATA ANALYTICS TOOL FOR GAUTENG
PROVINCIAL TREASURY (24-MONTH PERIOD)"
BID LAB 02/2026,Appointment of a service provider to provide screening services for the Department of Employment and Labour`s project 20K for a period of  twelve (12) months
28-2025/2026,"APPOINTMENT OF A PANEL OF FOUR (4) SERVICE PROVIDERS FOR MAINTENANCE OF SUBSTATIONS FOR A PERIOD OF THREE (3) YEARS AS AND WHEN REQUIRED GRADING , CIDB 6EP"
SCM47/2025/26,LEASING OF TUCK SHOPS AT MUNICIPAL CARAVAN PARKS
SCM48/2025/26,RENEWAL AND REGISTRATION OF SOPHOS LICENSES
E2482GXMPHEN,SUPPLY AND DELIVERY OF ELECTRICAL CONSUMABLES SPARES ON AN AS AND WHEN REQUIRED BASIS AT HENDRINA POWER STATION FOR A PERIOD OF 05 YEARS
RFQ-0369-25/26,Pressure testing of fire fighting equipment at an AD HOC basis
IYM14/01/2026Q,SUPPLY AND DELIVERY OF STATIONERY.
OLT2128144,INVITATION TO SUBMIT AN OFFER FOR THE PURCHASE AND REMOVAL OF SCRAP 1xMVA AND 1 x 20MVA TRANSFORMER AT ROTEK BEHALF OF ESKOM DX GAUTENG
TDR123/2025/2026,"BUILD, SUPPLY AND DELIVERY OF CONVERTED CONTAINERS"
OLT2128143,INVITATION TO SUBMIT AN OFFER FOR THE PURCHASE AND REMOVAL OF SCRAP40MVA TRANSFORMER AT ROTEK.
5/2/2/1(003)2025/2026,"APPOINTMENT OF SERVICE PROVIDER FOR THE SUPPLY, INSTALLATION, REPAIR, MAINTENANCE AND SUPPORT ON THE TELECOMMUNICATION HARDWARE AND SOFTWARE FOR DEPARTMENT OF AGRICULTURE (DoA) OFFICES FOR A PERIOD OF 36 MONTHS."
OVI01REQ003230,VALIDATION OF BIOSAFETY CANINENTS
BS/2026/RFQ1768,2025 - 2026 GRAP TRAINING
